uid,grant_refe,project_na,project_ty,osgr,easting,northing,site_name,restoratio,start_date,end_date,financial_year_end,snh_area,unitary_lo,applicant_type
500906a-NC5714219253,500906a,North Highland Forest District - Phase 3,Restoration,NC5714219253,257142,919253,North Highland,,01/12/2016,15/03/2017,2016-17,Northern Isles and the Northern Highland,Highlands,Public
500906a-NC3153204840,500906a,North Highland Forest District - Phase 3,Restoration,NC3153204840,231532,904840,North Highland,,01/12/2016,15/03/2017,2016-17,Northern Isles and the Northern Highland,Highlands,Public
500945-NC57151818,500945,North Highland Forest District- Phase 4,Restoration,NC57151818,257150,918180,Dalchork – Lub Ruadh V,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-NH42166978,500945,North Highland Forest District- Phase 4,Restoration,NH42166978,242160,869780,Garbat,FES - Cowal and Trossachs,,,2017-18,South Highland,Highlands,Public
500945-NC52412330,500945,North Highland Forest District- Phase 4,Restoration,NC52412330,252410,923300,Dalchork - Crask,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-NC53852312,500945,North Highland Forest District- Phase 4,Restoration,NC53852312,253850,923120,Dalchork – Druim II,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-NC56611598,500945,North Highland Forest District- Phase 4,Restoration,NC56611598,256610,915980,Dalchork - Rhian,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-NC59361823,500945,North Highland Forest District- Phase 4,Restoration,NC59361823,259360,918230,Dalchork – Sth Corries II,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-NH48166327,500945,North Highland Forest District- Phase 4,Restoration,NH48166327,248160,863270,Cnoc a Bhuiridh II - Torrachilty,FES - Cowal and Trossachs,,,2017-18,South Highland,Highlands,Public
500945-NC30191094,500945,North Highland Forest District- Phase 4,Restoration,NC30191094,230190,910940,Benmore – Stratheskie,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-NC31841008,500945,North Highland Forest District- Phase 4,Restoration,NC31841008,231840,910080,Benmore – An Stuc,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-NC67965726,500945,North Highland Forest District- Phase 4,Restoration,NC67965726,267960,957260,Borgie Forest,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-ND19903855,500945,North Highland Forest District- Phase 4,Restoration,ND19903855,319900,938550,Rumster Forest – The Corr,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500945-ND22394121,500945,North Highland Forest District- Phase 4,Restoration,ND22394121,322390,941210,Rumster Forest - Golticlay,FES - Cowal and Trossachs,,,2017-18,Northern Isles and the Northern Highland,Highlands,Public
500956-NH1463760292,500956,Lochrosque Peatland Restoration Scheme,Restoration,NH1463760292,214637,860292,Lochrosque - Site 1,,04/09/2017,30/10/2018,2017-18,South Highland,Highlands,Private
500956-NH1454059802,500956,Lochrosque Peatland Restoration Scheme,Restoration,NH1454059802,214540,859802,Lochrosque - Site 2,,04/09/2017,30/10/2018,2017-18,South Highland,Highlands,Private
500965-NC8445549583,500965,Dyke Plantation Peatland Restoration,Restoration,NC8445549583,284455,949583,Dyke Plantation - B,,,,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500965-NC8706848886,500965,Dyke Plantation Peatland Restoration,Restoration,NC8706848886,287068,948886,Dyke Plantation - A,,,,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500966-NH3317176002,500966,Strathvaich Estate Peatland Restoration,Restoration,NH3317176002,233171,876002,Strathvaich - Northern site (Site 2),Strathvaich Estate,,,2017-18,South Highland,Highlands,Private
500966-NH3351673455,500966,Strathvaich Estate Peatland Restoration,Restoration,NH3351673455,233516,873455,Strathvaich - Southern site (Site 1),Strathvaich Estate,20/09/2017,08/08/2018,2018-19,South Highland,Highlands,Private
500972-NC9215244765,500972,Forsinard Peatland Restoration 2017,Restoration,NC9215244765,292152,944765,Forsinard - Imriche,RSPB - Forsinard,28/11/2017,27/03/2018,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500972-NC9177245116,500972,Forsinard Peatland Restoration 2017,Restoration,NC9177245116,291772,945116,Forsinard - Casan,RSPB - Forsinard,28/11/2017,27/03/2018,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500972-NC8570245403,500972,Forsinard Peatland Restoration 2017,Restoration,NC8570245403,285702,945403,Forsinard - Cross Lochs,RSPB - Forsinard,28/11/2017,27/03/2018,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500972-NC9388547805,500972,Forsinard Peatland Restoration 2017,Restoration,NC9388547805,293885,947805,Forsinard - Crubag,RSPB - Forsinard,28/11/2017,27/03/2018,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500972-NC87454857,500972,Forsinard Peatland Restoration 2017,Restoration,NC87454857,287450,948570,Forsinard - Dyke Other 1,RSPB - Forsinard,28/11/2017,27/03/2018,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500972-NC87534881,500972,Forsinard Peatland Restoration 2017,Restoration,NC87534881,287530,948810,Forsinard - Dyke Other 2,RSPB - Forsinard,28/11/2017,27/03/2018,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500972-NC9672444643,500972,Forsinard Peatland Restoration 2017,Restoration,NC9672444643,296724,944643,Forsinard - Lonielist,RSPB - Forsinard,28/11/2017,27/03/2018,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500985-NC9970025400,500985,"Restoration at Wag, Welbeck Estate",Restoration,NC9970025400,299700,925400,"Wag, Welbeck Estate",Welbeck Estates,,,2017-18,Northern Isles and the Northern Highland,Highlands,Private
500988-NC8753048810,500988,Dyke Conifer Harvesting & Stump-Brash Mulching 2017,Restoration,NC8753048810,287530,948810,Dyke harvesting,,,,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500988-NC8745048570,500988,Dyke Conifer Harvesting & Stump-Brash Mulching 2017,Restoration,NC8745048570,287450,948570,Dyke tree-stump and brash mulching,,,,2017-18,Northern Isles and the Northern Highland,Highlands,NGO
500995-NC671228,500995,Ben Armine Upland Erosion Restoration Trial,Restoration,NC671228,267100,922800,Ben Armine,Dunrobin Sporting Ltd,,,2019-20,Northern Isles and the Northern Highland,Highlands,Private
501015-NH1540020807,501015,Ben Wyvis NNR - Feasibility Study,Feasibility,NH1540020807,215400,820807,Ben Wyvis,SNH,,,2017-18,South Highland,Highlands,Public
501022-NC7928932586,501022,Restoration at Badanloch,Restoration,NC7928932586,279289,932586,Badanloch,,,,2018-19,Northern Isles and the Northern Highland,Highlands,Private
501026-NH3091088730,501026,Corriemulzie Estate - Feasibility Study,Feasibility,NH3091088730,230910,888730,Corriemulzie Estate,Corriemulzie Estate,,,2017-18,Northern Isles and the Northern Highland,Highlands,Private
501026-NH3042094840,501026,Corriemulzie Estate - Feasibility Study,Feasibility,NH3042094840,230420,894840,Corriemulzie Estate,Corriemulzie Estate,,,2017-18,Northern Isles and the Northern Highland,Highlands,Private
501026-NH3485092120,501026,Corriemulzie Estate - Feasibility Study,Feasibility,NH3485092120,234850,892120,Corriemulzie Estate,Corriemulzie Estate,,,2017-18,Northern Isles and the Northern Highland,Highlands,Private
501027-NH1911068100,501027,Fannich Estate - Feasibility Study,Feasibility,NH1911068100,219110,868100,Fannich Estate,Fannich Estate,,,2017-18,South Highland,Highlands,Public
501027-NH2079068970,501027,Fannich Estate - Feasibility Study,Feasibility,NH2079068970,220790,868970,Fannich Estate,Fannich Estate,,,2017-18,South Highland,Highlands,Public
501027-NH2264068000,501027,Fannich Estate - Feasibility Study,Feasibility,NH2264068000,222640,868000,Fannich Estate,Fannich Estate,,,2017-18,South Highland,Highlands,Public
501037-NH142796,501037,Restoration at Dundonnell Estate,Restoration,NH142796,214200,879600,Dundonnel Peatland Site A,Dundonnell Estate,01/04/2017,31/03/2018,,South Highland,Highlands,Private
501041-NH1650060200,501041,Lochrosque Feasibility Study,Feasibility,NH1650060200,216500,860200,Lochrosque - Site 1,Lochrosque Estate,27/03/2018,22/08/2018,2017-18,South Highland,Highlands,Private
501041-NH0800061500,501041,Lochrosque Feasibility Study,Feasibility,NH0800061500,208000,861500,Lochrosque - Site 2,Lochrosque Estate,27/03/2018,22/08/2018,2017-18,South Highland,Highlands,Private
501046-NH3014994536,501046,Restoration on Corriemulzie Estate,Restoration,NH3014994536,230149,894536,Corriemulzie Estate,Corriemulzie Estate,30/07/2018,31/07/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Private
501047-NH237781,501047,Restoration at Braemore,Restoration,NH237781,223700,878100,Braemore Site A,Braemore (Highland),22/10/2018,24/01/2020,2018-19,South Highland,Highlands,Private
501047-NH251770,501047,Restoration at Braemore,Restoration,NH251770,225100,877000,Braemore Site B,Braemore (Highland),,,2018-19,South Highland,Highlands,Private
501047-NH251788,501047,Restoration at Braemore,Restoration,NH251788,225100,878800,Braemore Site C,Braemore (Highland),,,2018-19,South Highland,Highlands,Private
501047-NH260782,501047,Restoration at Braemore,Restoration,NH260782,226000,878200,Braemore Site D,Braemore (Highland),,,2018-19,South Highland,Highlands,Private
501061-NH442556,501061,Water Monitoring at Torrachilty and Lochar Mosses,Monitoring,NH442556,244200,855600,Torrachilty,FES - Scotland,,,2017-18,South Highland,Highlands,Public
501120-NH345275,501120,Corrimony Peatland Management (Phase 3),Restoration,NH345275,234500,827500,Corrimony,RSPB - Corrimony,26/11/2018,18/03/2019,2018-19,South Highland,Highlands,NGO
501126-NH077733,501126,Opportunity Mapping for Peatland Restoration,Feasibility,NH077733,207700,873300,West Ross Deer Management Group Area,,,,2018-19,South Highland,Highlands,NGO
501141-NH13978028,501141,Restoration at Dundonnell Estate,Restoration,NH13978028,213970,880280,Dundonnell Peatland site B,,,,2018-19,South Highland,Highlands,Private
501141-NH12198729,501141,Restoration at Dundonnell Estate,Restoration,NH12198729,212190,887290,Dundonnell Peatland site C,,,,2018-19,South Highland,Highlands,Private
501141-NH14228042,501141,Restoration at Dundonnell Estate,Restoration,NH14228042,214220,880420,Dundonnell Peatland site Bv2,,,,2018-19,South Highland,Highlands,Private
501143-NC680350,501143,Rosal Edge Effect (Rewetting),Restoration,NC680350,268000,935000,Rosal,,,,2018-19,Northern Isles and the Northern Highland,Highlands,
501144-ND26424904,501144,Various sites - FES,Restoration,ND26424904,326420,949040,Achairn,FES - Scotland,28/01/2019,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-ND08975050,501144,Various sites - FES,Restoration,ND08975050,308970,950500,Braehour,FES - Scotland,10/10/2018,31/03/2018,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-ND23874114,501144,Various sites - FES,Restoration,ND23874114,323870,941140,Golticlay,FES - Scotland,24/01/2019,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-NC53552254,501144,Various sites - FES,Restoration,NC53552254,253550,922540,Crask II - N. Dalchork,FES - Scotland,,,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-NC57641588,501144,Various sites - FES,Restoration,NC57641588,257640,915880,Loch Dail na Copiag - N. Dalchork,FES - Scotland,10/10/2018,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-NC59721644,501144,Various sites - FES,Restoration,NC59721644,259720,916440,Loch Fuaralachd - N.Dalchork,FES - Scotland,11/02/2019,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-NC59721930,501144,Various sites - FES,Restoration,NC59721930,259720,919300,South Corries - North Dalchork,FES - Scotland,28/09/2018,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-NC59661205,501144,Various sites - FES,Restoration,NC59661205,259660,912050,Loch Beannach - S. Dalchork,FES - Scotland,01/11/2018,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-NC28581068,501144,Various sites - FES,Restoration,NC28581068,228580,910680,Loch a Mheallian - Benmore,FES - Scotland,,,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-NC30940342,501144,Various sites - FES,Restoration,NC30940342,230940,903420,An Tulachan - Benmore,FES - Scotland,,,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501144-NH48136155,501144,Various sites - FES,Restoration,NH48136155,248130,861550,Ruighe Luachrach - Torrachilty,FES - Scotland,,,2018-19,South Highland,Highlands,Public
501144-NH53549464,501144,Various sites - FES,Restoration,NH53549464,253540,894640,Loch Choire - Carbisdale,FES - Scotland,,,2018-19,Northern Isles and the Northern Highland,Highlands,Public
501149-NH1435427865,501149,Affric and Kintail Peatland Restoration Feasibility Study,Feasibility,NH1435427865,214354,827865,East Benula South,Affric and Kintail DMG,01/02/2019,28/02/2019,2018-19,South Highland,Highlands,NGO
501149-NH0020517503,501149,Affric and Kintail Peatland Restoration Feasibility Study,Feasibility,NH0020517503,200205,817503,Kintail,Affric and Kintail DMG,01/02/2019,28/02/2019,2018-19,South Highland,Highlands,NGO
501149-NH2172429465,501149,Affric and Kintail Peatland Restoration Feasibility Study,Feasibility,NH2172429465,221724,829465,Mullardoch,Affric and Kintail DMG,01/02/2019,28/02/2019,2018-19,South Highland,Highlands,NGO
501149-NH1409524142,501149,Affric and Kintail Peatland Restoration Feasibility Study,Feasibility,NH1409524142,214095,824142,North Affric,Affric and Kintail DMG,01/02/2019,28/02/2019,2018-19,South Highland,Highlands,NGO
501154-NH230534,501154,Strathconon Feasibility Programme - Peatland Restoration,Feasibility,NH230534,223000,853400,Strathconon Estate,Kirkbi Estates,01/02/2019,31/03/2019,2018-19,South Highland,Highlands,Private
501155-NC7925932536,501155,Badanloch Peatland Restoration,Restoration,NC7925932536,279259,932536,Badanloch,Badanloch LLP (Highland),11/09/2018,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Private
501156-NC327339,501156,Restoration at Swan Lochs,Restoration,NC327339,232700,933900,Swan Lochs,Reay Forest Estate,09/01/2019,18/11/2019,2018-19,Northern Isles and the Northern Highland,Highlands,Private
501158-NH160606,501158,Lochrosque Peatland Restoration Scheme (Coire nan Laogh),Restoration,NH160606,216000,860600,Coire nan Laogh (P3),Lochrosque Estate,26/10/2018,30/06/2019,2018-19,South Highland,Highlands,Private
501158-NH100610,501158,Lochrosque Peatland Restoration Scheme (Coire nan Laogh),Restoration,NH100610,210000,861000,An Cabar (P4),Lochrosque Estate,26/10/2018,30/06/2019,2018-19,South Highland,Highlands,Private
501158-NH092610,501158,Lochrosque Peatland Restoration Scheme (Coire nan Laogh),Restoration,NH092610,209200,861000,Carn na Garbh lice (P5),Lochrosque Estate,,,2018-19,South Highland,Highlands,Private
501162-NH309890,501162,Corriemulzie Phase 2 – Site A2 (Allt na H Imriche),Restoration,NH309890,230900,889000,Phase 2 - Site A2 - Allt na H Imriche,Corriemulzie Estate,,,2018-19,Northern Isles and the Northern Highland,Highlands,Private
501162-NH297893,501162,Corriemulzie Phase 2 – Site A2 (Allt na H Imriche),Restoration,NH297893,229700,889300,Phase 3 - Site A3 - Meallan Odhar,Corriemulzie Estate,,,2018-19,Northern Isles and the Northern Highland,Highlands,Private
501163-NH225677,501163,Fannich Estate - Site 3 - Coire Riabhach Phase 1,Restoration,NH225677,222500,867700,"Coire Riabhach (P1), Fannich Estate",Fannich Estate,15/07/2019,30/10/2019,2018-19,South Highland,Highlands,Private
501163-NH205686,501163,Fannich Estate - Site 3 - Coire Riabhach Phase 1,Restoration,NH205686,220500,868600,"Coire Beag (P2), Fannich Estate",Fannich Estate,,,2018-19,South Highland,Highlands,Private
501163-NH190683,501163,Fannich Estate - Site 3 - Coire Riabhach Phase 1,Restoration,NH190683,219000,868300,"Torran Ruadh (P3), Fannich Estate",Fannich Estate,,,2018-19,South Highland,Highlands,Private
501164-NH137572,501164,An Liathanach - Phase 1 - Ledgowan,Restoration,NH137572,213700,857200,An Liathanach - Phase 1,Kirkbi Estates - Ledgowan,21/02/2019,30/06/2019,2018-19,South Highland,Highlands,Private
501164-NH128569,501164,An Liathanach - Phase 1 - Ledgowan,Restoration,NH128569,212800,856900,An Liathanach - Phase 2,Kirkbi Estates - Ledgowan,,,2018-19,South Highland,Highlands,Private
501164-NH109567,501164,An Liathanach - Phase 1 - Ledgowan,Restoration,NH109567,210900,856700,Allt Coire a'Ghormachain - Phase 3,Kirkbi Estates - Ledgowan,,,2018-19,South Highland,Highlands,Private
501172-NC884488,501172,"Forsinard Peatland Restoration (Dyke, Forsinain and Chronosequence)",Restoration,NC884488,288400,948800,Forsinard - Dyke - DKPA1819PTA1,RSPB - Forsinard,15/10/2018,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,NGO
501172-NC863502,501172,"Forsinard Peatland Restoration (Dyke, Forsinain and Chronosequence)",Restoration,NC863502,286300,950200,Forsinard - Dyke - DKPA1819PTA2,RSPB - Forsinard,15/10/2018,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,NGO
501172-NC866500,501172,"Forsinard Peatland Restoration (Dyke, Forsinain and Chronosequence)",Restoration,NC866500,286600,950000,Forsinard - Dyke - DKPA1819PTA3,RSPB - Forsinard,15/10/2018,31/03/2019,2018-19,Northern Isles and the Northern Highland,Highlands,NGO
